Stage,Division,Group/Bracket,Round,Match format,Team A,Team B,Winning team,Game 1 - Score team A,Game 1 - Score team B,Game 2 - Score team A,Game 2 - Score team B,Game 3 - Score team A,Game 3 - Score team B,Game 4 - Score team A,Game 4 - Score team B,Game 5 - Score team A,Game 5 - Score team B,Team A - Player 1,Team A - Player 2,Team A - Player 3,Team A - Player 4,Team A - Player 5,Team A - Player 6,Team A - Player 7,Team A - Player 8,Team A - Player 9,Team A - Player 10,Team A - Player 11,Team A - Player 12,Team A - Player 13,Team A - Player 14,Team B - Player 1,Team B - Player 2,Team B - Player 3,Team B - Player 4,Team B - Player 5,Team B - Player 6,Team B - Player 7,Team B - Player 8,Team B - Player 9,Team B - Player 10,Team B - Player 11,Team B - Player 12,Team B - Player 13,Team B - Player 14
Bronze Groups,Men's Individual,Group D (135 - 137),5,Single game,BRA - Tiba/Silva,CHI - Herrera/Larroza,CHI - Herrera/Larroza,17,21,,,,,,,,,Nicolas Tiba,Victor Hugo da Silva,,,,,,,,,,,,,Oriel Herrera,Felipe Larroza,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group D (135 - 137),5,Single game,COL - Maya/Duque,INA - Fairuzzaman/Rudy,COL - Maya/Duque,21,18,,,,,,,,,Bernardo Maya,Jose Duque,,,,,,,,,,,,,Rudy Nugraha,Naufal Fairuzzaman,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group D (135 - 137),5,Single game,BRA - Ítalo/Zancan,EGY - Naim/Nader,BRA - Ítalo/Zancan,21,17,,,,,,,,,Pedro Zancan,Danilo Italo,,,,,,,,,,,,,karim nader,Karim Naim,,,,,,,,,,,,
Group Stage,Women's Individual,Group A (401 - 403),1,Single game,USA - Jenki/Jenki,EGY - Magd/Nour,USA - Jenki/Jenki,21,6,,,,,,,,,Ali Jenki,Olivia Jenki,,,,,,,,,,,,,Nour Rehan,Magd Gamal,,,,,,,,,,,,
Group Stage,Women's Individual,Group A (401 - 403),1,Single game,SUI - Eigenmann/Gassner,CZE - Caltova/Matejkova,SUI - Eigenmann/Gassner,21,15,,,,,,,,,Carole Gassner,Kaija Eigenmann,,,,,,,,,,,,,Andrea Matějková,Tereza Caltová,,,,,,,,,,,,
Group Stage,Women's Individual,Group A (401 - 403),1,Single game,FIN - Häkkinen/Salmensaari,JPN - Kawasaki/Matsumoto,FIN - Häkkinen/Salmensaari,21,17,,,,,,,,,Jaana Häkkinen,Riikka Salmensaari,,,,,,,,,,,,,Aisa Kawasaki,Ayaka Matsumoto,,,,,,,,,,,,
Group Stage,Women's Individual,Group B (404 - 406),1,Single game,USA - Fleming/Morgan,LAT - Brauna/Ivanova,USA - Fleming/Morgan,21,8,,,,,,,,,Kayla Wu-Fleming,Kalin Morgan,,,,,,,,,,,,,Līna Brauna,Zane Ivanova,,,,,,,,,,,,
Group Stage,Women's Individual,Group B (404 - 406),1,Single game,SWE - Mollberg/Westerland,CZE - Bedrnova/Kourilova,SWE - Mollberg/Westerland,21,9,,,,,,,,,Hanna Westerland,Rebecca Mollberg,,,,,,,,,,,,,Bětka Kouřilová,Klára Bedrnová,,,,,,,,,,,,
Group Stage,Women's Individual,Group B (404 - 406),1,Single game,FRA - Joly/Lacombe,HKG - Chan/Law,FRA - Joly/Lacombe,21,12,,,,,,,,,Amely Joly,Jade Lacombe,,,,,,,,,,,,,Reico Chan,Karina Law,,,,,,,,,,,,
Group Stage,Women's Individual,Group C (407 - 409),1,Single game,AUT - Leybourne/Kadlec,COL - Ramirez/Velez,AUT - Leybourne/Kadlec,21,3,,,,,,,,,Daniela Kadlec,Megan Leybourne,,,,,,,,,,,,,Natalia VE,Maria Ramirez,,,,,,,,,,,,
Group Stage,Women's Individual,Group C (407 - 409),1,Single game,GBR - Hill-Smith/Troughton,DEN - Fredberg/Hillebro,GBR - Hill-Smith/Troughton,21,14,,,,,,,,,Ruth Troughton,Emily Hill-Smith,,,,,,,,,,,,,Maja Hillebro,Rikke Fredberg Jørgensen,,,,,,,,,,,,
Group Stage,Women's Individual,Group C (407 - 409),1,Single game,NED - Meijer/Bouma,JPN - Fukuda/Takeno,NED - Meijer/Bouma,21,14,,,,,,,,,Sophie Bouma,Eline Meijer,,,,,,,,,,,,,Haruna Takeno,NORIKA FUKUDA,,,,,,,,,,,,
Group Stage,Women's Individual,Group D (410 - 412),1,Single game,FRA - Alt/Paysan,MEX - Regalado/Lara,FRA - Alt/Paysan,21,2,,,,,,,,,Inès Paysan,Natacha Alt,,,,,,,,,,,,,Ana Fernanda Lara Avila,Andrea Regalado Franco,,,,,,,,,,,,
Group Stage,Women's Individual,Group D (410 - 412),1,Single game,BEL - Vandesype/D'hoore,DEN - Enevoldensen/Sepstrup,BEL - Vandesype/D'hoore,21,18,,,,,,,,,Riet D'hoore,jana vandesijpe,,,,,,,,,,,,,Liv Sepstrup,Nadia Enevoldsen,,,,,,,,,,,,
Group Stage,Women's Individual,Group D (410 - 412),1,Single game,AUT - Orlandini/Graeter,SWE - Elmblad/Dahlquist,AUT - Orlandini/Graeter,21,15,,,,,,,,,Yasmin Graeter,daria orlandini,,,,,,,,,,,,,Emmy Dahlquist,Klara Elmblad,,,,,,,,,,,,
Group Stage,Women's Individual,Group E (413 - 415),1,Single game,GER - Knauf/Lorenz,MEX - Vega/Garcia,GER - Knauf/Lorenz,21,3,,,,,,,,,Theresa Knauf,Ronja Lorenz,,,,,,,,,,,,,Andrea Vega,Mariana García,,,,,,,,,,,,
Group Stage,Women's Individual,Group E (413 - 415),1,Single game,ROU - Tărășilă/Pîrlea,BRA - Pereira/Barreto,ROU - Tărășilă/Pîrlea,21,9,,,,,,,,,Beatrice Tărășilă,Alina Pîrlea,,,,,,,,,,,,,Isabela Pereira,Regiane Barreto,,,,,,,,,,,,
Group Stage,Women's Individual,Group E (413 - 415),1,Single game,BEL - Delbecke/Van der Stichelen,ESP - Martin/Villamariz,BEL - Delbecke/Van der Stichelen,21,14,,,,,,,,,Tatiana Delbecke,Elise Van der Stichelen,,,,,,,,,,,,,Raquel Martín Tablado,Sara Villamariz do Nascimento,,,,,,,,,,,,
Group Stage,Women's Individual,Group F (416 - 418),1,Single game,USA - Allen/Washburn,TWN - Lin/Cheng,USA - Allen/Washburn,21,9,,,,,,,,,Sarah Allen,Lou Washburn,,,,,,,,,,,,,Yuan Yuan Cheng,Jia jing Lin,,,,,,,,,,,,
Group Stage,Women's Individual,Group F (416 - 418),1,Single game,CAN - Cunningham/Desrosiers,POL - Filipska/Dalidonis,CAN - Cunningham/Desrosiers,21,10,,,,,,,,,Jessie Desrosiers,Jaime Cunningham,,,,,,,,,,,,,Małgosia Dalidonis,Maria Filipska,,,,,,,,,,,,
Group Stage,Women's Individual,Group F (416 - 418),1,Single game,ROU - Sencovici/Labonc,BEL - Dumesnil/Jubault,ROU - Sencovici/Labonc,21,19,,,,,,,,,Sabina Labonc,Antonia Sencovici,,,,,,,,,,,,,Marie Jubault,Juliette Dumesnil,,,,,,,,,,,,
Group Stage,Women's Individual,Group G (419 - 421),1,Single game,CAN - Aspirot/Tardy,TWN - Chen/Kuo,CAN - Aspirot/Tardy,21,7,,,,,,,,,Genevieve Tardy,Kim Aspirot,,,,,,,,,,,,,Mickey Chen,Carina Kuo,,,,,,,,,,,,
Group Stage,Women's Individual,Group G (419 - 421),1,Single game,FRA - Rouault/Vanangamoudiar,BRA - Santana/Aleixo,FRA - Rouault/Vanangamoudiar,21,11,,,,,,,,,Vanangamoudiar Liza,Lucile Rouault,,,,,,,,,,,,,Karolayne Santana,Leticia Aleixo,,,,,,,,,,,,
Group Stage,Women's Individual,Group G (419 - 421),1,Single game,SUI - Wiedmer/Kunz,ITA - Ferragina/Lucchiari,ITA - Ferragina/Lucchiari,16,21,,,,,,,,,Mirjam Wiedmer,Nora Kunz,,,,,,,,,,,,,Marianne Ferragina,Laura Lucchiari,,,,,,,,,,,,
Group Stage,Women's Individual,Group H (422 - 424),1,Single game,ITA - Pernigo/Zanella,HKG - Zhu/Chan,ITA - Pernigo/Zanella,21,2,,,,,,,,,Silvia Zanella,Chiara Pernigo,,,,,,,,,,,,,Clovis Chan,Julia Zhu,,,,,,,,,,,,
Group Stage,Women's Individual,Group H (422 - 424),1,Single game,CAN - Diaz/Yu,LAT - Jansone/Smilga,CAN - Diaz/Yu,21,11,,,,,,,,,sophia yu,Rosemay Diaz,,,,,,,,,,,,,Dārta Smilga,Krista Jansone,,,,,,,,,,,,
Group Stage,Women's Individual,Group H (422 - 424),1,Single game,GBR - Quibell/ Ognjenovic,POL - Wolff/Stawarek,GBR - Quibell/ Ognjenovic,21,18,,,,,,,,,Sarah Joy Quibell,Una Ognjenovic,,,,,,,,,,,,,Pola Wolff,Julia Stawarek,,,,,,,,,,,,
Group Stage,Women's Individual,Group I (425 - 427),1,Single game,GER - Stadler/Stadler,AUS - Griffiths/Lynch,GER - Stadler/Stadler,21,6,,,,,,,,,Julia Stadler,Franzi Stadler,,,,,,,,,,,,,Izzy Lynch,Maddi Griffiths,,,,,,,,,,,,
Group Stage,Women's Individual,Group I (425 - 427),1,Single game,AUT - Kornek/Teskey,NOR - Modalsli/Ordemann Olsen,AUT - Kornek/Teskey,21,4,,,,,,,,,Alina Teskey,Ines Kornek,,,,,,,,,,,,,Andrine Charlotte Ordemann Olsen,Sara Modalsli,,,,,,,,,,,,
Group Stage,Women's Individual,Group I (425 - 427),1,Single game,CHI - Calderon/Calderon,SUI - Amsler/Kunz,CHI - Calderon/Calderon,21,17,,,,,,,,,Marietta Calderón,Loreto Calderon,,,,,,,,,,,,,Selina Amsler,Svenja Kunz,,,,,,,,,,,,
Group Stage,Women's Individual,Group J (428 - 430),1,Single game,USA - Nguyen/Timan,AUS - Capp/Figg,USA - Nguyen/Timan,21,14,,,,,,,,,Julia Timan,Joelle Nguyen,,,,,,,,,,,,,Mieka Figg,Abbey Capp,,,,,,,,,,,,
Group Stage,Women's Individual,Group J (428 - 430),1,Single game,GER - Gulden/Pfund,NED - Dieltjes/Dieltjes,GER - Gulden/Pfund,21,12,,,,,,,,,Tina Gulden,Raphaela Pfund,,,,,,,,,,,,,Shauny Dieltjes,Shannon Dieltjes,,,,,,,,,,,,
Group Stage,Women's Individual,Group J (428 - 430),1,Single game,ITA - Patat/Biondini,ESP - Molina/Andreu,ESP - Molina/Andreu,15,21,,,,,,,,,Nicole Biondini,Costanza Patat,,,,,,,,,,,,,Helena Molina Raga,Marta Andreu Dueñas,,,,,,,,,,,,
Group Stage,Women's Individual,Group K (431 - 433),1,Single game,GER - Bauer/Walter,NOR - Pavall/ Eilertsen,GER - Bauer/Walter,21,5,,,,,,,,,Klara Bauer,Sophia Walter,,,,,,,,,,,,,Emilie Sofie Eilertsen,Ronja Pareliussen Pavall,,,,,,,,,,,,
Group Stage,Women's Individual,Group K (431 - 433),1,Single game,CAN - Couroux/Leung,FIN - Kosonen/Lemettinen,CAN - Couroux/Leung,21,3,,,,,,,,,Shonda Couroux,Janet Leung,,,,,,,,,,,,,Valentina Lemettinen,Emma Kosonen,,,,,,,,,,,,
Group Stage,Women's Individual,Group K (431 - 433),1,Single game,FRA - Eydoux/Martin,CHI - Ripoll/Mussiett,CHI - Ripoll/Mussiett,18,21,,,,,,,,,Louise Eydoux,Elise Martin,,,,,,,,,,,,,Valeria Ripoll Kameid,Constanza Anais Mussiett Fernández,,,,,,,,,,,,
Group Stage,Women's Individual,Group A (401 - 403),2,Single game,USA - Jenki/Jenki,CZE - Caltova/Matejkova,USA - Jenki/Jenki,21,7,,,,,,,,,Ali Jenki,Olivia Jenki,,,,,,,,,,,,,Andrea Matějková,Tereza Caltová,,,,,,,,,,,,
Group Stage,Women's Individual,Group A (401 - 403),2,Single game,SUI - Eigenmann/Gassner,FIN - Häkkinen/Salmensaari,SUI - Eigenmann/Gassner,21,18,,,,,,,,,Carole Gassner,Kaija Eigenmann,,,,,,,,,,,,,Jaana Häkkinen,Riikka Salmensaari,,,,,,,,,,,,
Group Stage,Women's Individual,Group A (401 - 403),2,Single game,JPN - Kawasaki/Matsumoto,EGY - Magd/Nour,JPN - Kawasaki/Matsumoto,21,6,,,,,,,,,Aisa Kawasaki,Ayaka Matsumoto,,,,,,,,,,,,,Nour Rehan,Magd Gamal,,,,,,,,,,,,
Group Stage,Women's Individual,Group B (404 - 406),2,Single game,USA - Fleming/Morgan,CZE - Bedrnova/Kourilova,USA - Fleming/Morgan,21,5,,,,,,,,,Kayla Wu-Fleming,Kalin Morgan,,,,,,,,,,,,,Bětka Kouřilová,Klára Bedrnová,,,,,,,,,,,,
Group Stage,Women's Individual,Group B (404 - 406),2,Single game,SWE - Mollberg/Westerland,FRA - Joly/Lacombe,FRA - Joly/Lacombe,17,21,,,,,,,,,Hanna Westerland,Rebecca Mollberg,,,,,,,,,,,,,Amely Joly,Jade Lacombe,,,,,,,,,,,,
Group Stage,Women's Individual,Group B (404 - 406),2,Single game,HKG - Chan/Law,LAT - Brauna/Ivanova,HKG - Chan/Law,21,14,,,,,,,,,Reico Chan,Karina Law,,,,,,,,,,,,,Līna Brauna,Zane Ivanova,,,,,,,,,,,,
Group Stage,Women's Individual,Group C (407 - 409),2,Single game,AUT - Leybourne/Kadlec,DEN - Fredberg/Hillebro,AUT - Leybourne/Kadlec,21,7,,,,,,,,,Daniela Kadlec,Megan Leybourne,,,,,,,,,,,,,Maja Hillebro,Rikke Fredberg Jørgensen,,,,,,,,,,,,
Group Stage,Women's Individual,Group C (407 - 409),2,Single game,GBR - Hill-Smith/Troughton,NED - Meijer/Bouma,NED - Meijer/Bouma,16,21,,,,,,,,,Ruth Troughton,Emily Hill-Smith,,,,,,,,,,,,,Sophie Bouma,Eline Meijer,,,,,,,,,,,,
Group Stage,Women's Individual,Group C (407 - 409),2,Single game,JPN - Fukuda/Takeno,COL - Ramirez/Velez,JPN - Fukuda/Takeno,21,13,,,,,,,,,Haruna Takeno,NORIKA FUKUDA,,,,,,,,,,,,,Natalia VE,Maria Ramirez,,,,,,,,,,,,
Group Stage,Women's Individual,Group D (410 - 412),2,Single game,FRA - Alt/Paysan,DEN - Enevoldensen/Sepstrup,FRA - Alt/Paysan,21,8,,,,,,,,,Inès Paysan,Natacha Alt,,,,,,,,,,,,,Liv Sepstrup,Nadia Enevoldsen,,,,,,,,,,,,
Group Stage,Women's Individual,Group D (410 - 412),2,Single game,BEL - Vandesype/D'hoore,AUT - Orlandini/Graeter,AUT - Orlandini/Graeter,19,21,,,,,,,,,Riet D'hoore,jana vandesijpe,,,,,,,,,,,,,Yasmin Graeter,daria orlandini,,,,,,,,,,,,
Group Stage,Women's Individual,Group D (410 - 412),2,Single game,SWE - Elmblad/Dahlquist,MEX - Regalado/Lara,SWE - Elmblad/Dahlquist,21,6,,,,,,,,,Emmy Dahlquist,Klara Elmblad,,,,,,,,,,,,,Ana Fernanda Lara Avila,Andrea Regalado Franco,,,,,,,,,,,,
Group Stage,Women's Individual,Group E (413 - 415),2,Single game,GER - Knauf/Lorenz,BRA - Pereira/Barreto,GER - Knauf/Lorenz,21,13,,,,,,,,,Theresa Knauf,Ronja Lorenz,,,,,,,,,,,,,Isabela Pereira,Regiane Barreto,,,,,,,,,,,,
Group Stage,Women's Individual,Group E (413 - 415),2,Single game,ROU - Tărășilă/Pîrlea,BEL - Delbecke/Van der Stichelen,BEL - Delbecke/Van der Stichelen,20,21,,,,,,,,,Beatrice Tărășilă,Alina Pîrlea,,,,,,,,,,,,,Tatiana Delbecke,Elise Van der Stichelen,,,,,,,,,,,,
Group Stage,Women's Individual,Group E (413 - 415),2,Single game,ESP - Martin/Villamariz,MEX - Vega/Garcia,ESP - Martin/Villamariz,21,6,,,,,,,,,Raquel Martín Tablado,Sara Villamariz do Nascimento,,,,,,,,,,,,,Andrea Vega,Mariana García,,,,,,,,,,,,
Group Stage,Women's Individual,Group F (416 - 418),2,Single game,USA - Allen/Washburn,POL - Filipska/Dalidonis,USA - Allen/Washburn,21,7,,,,,,,,,Sarah Allen,Lou Washburn,,,,,,,,,,,,,Małgosia Dalidonis,Maria Filipska,,,,,,,,,,,,
Group Stage,Women's Individual,Group F (416 - 418),2,Single game,CAN - Cunningham/Desrosiers,ROU - Sencovici/Labonc,CAN - Cunningham/Desrosiers,21,13,,,,,,,,,Jessie Desrosiers,Jaime Cunningham,,,,,,,,,,,,,Sabina Labonc,Antonia Sencovici,,,,,,,,,,,,
Group Stage,Women's Individual,Group F (416 - 418),2,Single game,BEL - Dumesnil/Jubault,TWN - Lin/Cheng,BEL - Dumesnil/Jubault,21,20,,,,,,,,,Marie Jubault,Juliette Dumesnil,,,,,,,,,,,,,Yuan Yuan Cheng,Jia jing Lin,,,,,,,,,,,,
Group Stage,Women's Individual,Group G (419 - 421),2,Single game,CAN - Aspirot/Tardy,BRA - Santana/Aleixo,CAN - Aspirot/Tardy,21,6,,,,,,,,,Genevieve Tardy,Kim Aspirot,,,,,,,,,,,,,Karolayne Santana,Leticia Aleixo,,,,,,,,,,,,
Group Stage,Women's Individual,Group G (419 - 421),2,Single game,FRA - Rouault/Vanangamoudiar,SUI - Wiedmer/Kunz,FRA - Rouault/Vanangamoudiar,21,9,,,,,,,,,Vanangamoudiar Liza,Lucile Rouault,,,,,,,,,,,,,Mirjam Wiedmer,Nora Kunz,,,,,,,,,,,,
Group Stage,Women's Individual,Group G (419 - 421),2,Single game,ITA - Ferragina/Lucchiari,TWN - Chen/Kuo,ITA - Ferragina/Lucchiari,21,19,,,,,,,,,Marianne Ferragina,Laura Lucchiari,,,,,,,,,,,,,Mickey Chen,Carina Kuo,,,,,,,,,,,,
Group Stage,Women's Individual,Group H (422 - 424),2,Single game,ITA - Pernigo/Zanella,LAT - Jansone/Smilga,ITA - Pernigo/Zanella,21,3,,,,,,,,,Silvia Zanella,Chiara Pernigo,,,,,,,,,,,,,Dārta Smilga,Krista Jansone,,,,,,,,,,,,
Group Stage,Women's Individual,Group H (422 - 424),2,Single game,CAN - Diaz/Yu,GBR - Quibell/ Ognjenovic,CAN - Diaz/Yu,21,11,,,,,,,,,sophia yu,Rosemay Diaz,,,,,,,,,,,,,Sarah Joy Quibell,Una Ognjenovic,,,,,,,,,,,,
Group Stage,Women's Individual,Group H (422 - 424),2,Single game,POL - Wolff/Stawarek,HKG - Zhu/Chan,HKG - Zhu/Chan,18,21,,,,,,,,,Pola Wolff,Julia Stawarek,,,,,,,,,,,,,Clovis Chan,Julia Zhu,,,,,,,,,,,,
Group Stage,Women's Individual,Group I (425 - 427),2,Single game,GER - Stadler/Stadler,NOR - Modalsli/Ordemann Olsen,GER - Stadler/Stadler,21,5,,,,,,,,,Julia Stadler,Franzi Stadler,,,,,,,,,,,,,Andrine Charlotte Ordemann Olsen,Sara Modalsli,,,,,,,,,,,,
Group Stage,Women's Individual,Group I (425 - 427),2,Single game,AUT - Kornek/Teskey,CHI - Calderon/Calderon,AUT - Kornek/Teskey,21,17,,,,,,,,,Alina Teskey,Ines Kornek,,,,,,,,,,,,,Marietta Calderón,Loreto Calderon,,,,,,,,,,,,
Group Stage,Women's Individual,Group I (425 - 427),2,Single game,SUI - Amsler/Kunz,AUS - Griffiths/Lynch,SUI - Amsler/Kunz,21,3,,,,,,,,,Selina Amsler,Svenja Kunz,,,,,,,,,,,,,Izzy Lynch,Maddi Griffiths,,,,,,,,,,,,
Group Stage,Women's Individual,Group J (428 - 430),2,Single game,USA - Nguyen/Timan,NED - Dieltjes/Dieltjes,USA - Nguyen/Timan,21,12,,,,,,,,,Julia Timan,Joelle Nguyen,,,,,,,,,,,,,Shauny Dieltjes,Shannon Dieltjes,,,,,,,,,,,,
Group Stage,Women's Individual,Group J (428 - 430),2,Single game,GER - Gulden/Pfund,ITA - Patat/Biondini,GER - Gulden/Pfund,21,16,,,,,,,,,Tina Gulden,Raphaela Pfund,,,,,,,,,,,,,Nicole Biondini,Costanza Patat,,,,,,,,,,,,
Group Stage,Women's Individual,Group J (428 - 430),2,Single game,ESP - Molina/Andreu,AUS - Capp/Figg,ESP - Molina/Andreu,21,18,,,,,,,,,Helena Molina Raga,Marta Andreu Dueñas,,,,,,,,,,,,,Mieka Figg,Abbey Capp,,,,,,,,,,,,
Group Stage,Women's Individual,Group K (431 - 433),2,Single game,GER - Bauer/Walter,FIN - Kosonen/Lemettinen,GER - Bauer/Walter,21,4,,,,,,,,,Klara Bauer,Sophia Walter,,,,,,,,,,,,,Valentina Lemettinen,Emma Kosonen,,,,,,,,,,,,
Group Stage,Women's Individual,Group K (431 - 433),2,Single game,CAN - Couroux/Leung,FRA - Eydoux/Martin,CAN - Couroux/Leung,21,18,,,,,,,,,Shonda Couroux,Janet Leung,,,,,,,,,,,,,Louise Eydoux,Elise Martin,,,,,,,,,,,,
Group Stage,Women's Individual,Group K (431 - 433),2,Single game,CHI - Ripoll/Mussiett,NOR - Pavall/ Eilertsen,CHI - Ripoll/Mussiett,21,6,,,,,,,,,Valeria Ripoll Kameid,Constanza Anais Mussiett Fernández,,,,,,,,,,,,,Emilie Sofie Eilertsen,Ronja Pareliussen Pavall,,,,,,,,,,,,
Group Stage,Women's Individual,Group A (401 - 403),3,Single game,USA - Jenki/Jenki,JPN - Kawasaki/Matsumoto,USA - Jenki/Jenki,21,12,,,,,,,,,Ali Jenki,Olivia Jenki,,,,,,,,,,,,,Aisa Kawasaki,Ayaka Matsumoto,,,,,,,,,,,,
Group Stage,Women's Individual,Group A (401 - 403),3,Single game,SUI - Eigenmann/Gassner,EGY - Magd/Nour,SUI - Eigenmann/Gassner,21,9,,,,,,,,,Carole Gassner,Kaija Eigenmann,,,,,,,,,,,,,Nour Rehan,Magd Gamal,,,,,,,,,,,,
Group Stage,Women's Individual,Group A (401 - 403),3,Single game,FIN - Häkkinen/Salmensaari,CZE - Caltova/Matejkova,FIN - Häkkinen/Salmensaari,21,15,,,,,,,,,Jaana Häkkinen,Riikka Salmensaari,,,,,,,,,,,,,Andrea Matějková,Tereza Caltová,,,,,,,,,,,,
Group Stage,Women's Individual,Group B (404 - 406),3,Single game,USA - Fleming/Morgan,HKG - Chan/Law,USA - Fleming/Morgan,21,8,,,,,,,,,Kayla Wu-Fleming,Kalin Morgan,,,,,,,,,,,,,Reico Chan,Karina Law,,,,,,,,,,,,
Group Stage,Women's Individual,Group B (404 - 406),3,Single game,SWE - Mollberg/Westerland,LAT - Brauna/Ivanova,SWE - Mollberg/Westerland,21,12,,,,,,,,,Hanna Westerland,Rebecca Mollberg,,,,,,,,,,,,,Līna Brauna,Zane Ivanova,,,,,,,,,,,,
Group Stage,Women's Individual,Group B (404 - 406),3,Single game,FRA - Joly/Lacombe,CZE - Bedrnova/Kourilova,FRA - Joly/Lacombe,21,11,,,,,,,,,Amely Joly,Jade Lacombe,,,,,,,,,,,,,Bětka Kouřilová,Klára Bedrnová,,,,,,,,,,,,
Group Stage,Women's Individual,Group C (407 - 409),3,Single game,AUT - Leybourne/Kadlec,JPN - Fukuda/Takeno,AUT - Leybourne/Kadlec,21,7,,,,,,,,,Daniela Kadlec,Megan Leybourne,,,,,,,,,,,,,Haruna Takeno,NORIKA FUKUDA,,,,,,,,,,,,
Group Stage,Women's Individual,Group C (407 - 409),3,Single game,GBR - Hill-Smith/Troughton,COL - Ramirez/Velez,GBR - Hill-Smith/Troughton,21,15,,,,,,,,,Ruth Troughton,Emily Hill-Smith,,,,,,,,,,,,,Natalia VE,Maria Ramirez,,,,,,,,,,,,
Group Stage,Women's Individual,Group C (407 - 409),3,Single game,NED - Meijer/Bouma,DEN - Fredberg/Hillebro,NED - Meijer/Bouma,21,15,,,,,,,,,Sophie Bouma,Eline Meijer,,,,,,,,,,,,,Maja Hillebro,Rikke Fredberg Jørgensen,,,,,,,,,,,,
Group Stage,Women's Individual,Group D (410 - 412),3,Single game,FRA - Alt/Paysan,SWE - Elmblad/Dahlquist,FRA - Alt/Paysan,21,13,,,,,,,,,Inès Paysan,Natacha Alt,,,,,,,,,,,,,Emmy Dahlquist,Klara Elmblad,,,,,,,,,,,,
Group Stage,Women's Individual,Group D (410 - 412),3,Single game,BEL - Vandesype/D'hoore,MEX - Regalado/Lara,BEL - Vandesype/D'hoore,21,4,,,,,,,,,Riet D'hoore,jana vandesijpe,,,,,,,,,,,,,Ana Fernanda Lara Avila,Andrea Regalado Franco,,,,,,,,,,,,
Group Stage,Women's Individual,Group D (410 - 412),3,Single game,AUT - Orlandini/Graeter,DEN - Enevoldensen/Sepstrup,AUT - Orlandini/Graeter,21,14,,,,,,,,,Yasmin Graeter,daria orlandini,,,,,,,,,,,,,Liv Sepstrup,Nadia Enevoldsen,,,,,,,,,,,,
Group Stage,Women's Individual,Group E (413 - 415),3,Single game,GER - Knauf/Lorenz,ESP - Martin/Villamariz,GER - Knauf/Lorenz,21,8,,,,,,,,,Theresa Knauf,Ronja Lorenz,,,,,,,,,,,,,Raquel Martín Tablado,Sara Villamariz do Nascimento,,,,,,,,,,,,
Group Stage,Women's Individual,Group E (413 - 415),3,Single game,ROU - Tărășilă/Pîrlea,MEX - Vega/Garcia,ROU - Tărășilă/Pîrlea,21,10,,,,,,,,,Beatrice Tărășilă,Alina Pîrlea,,,,,,,,,,,,,Andrea Vega,Mariana García,,,,,,,,,,,,
Group Stage,Women's Individual,Group E (413 - 415),3,Single game,BEL - Delbecke/Van der Stichelen,BRA - Pereira/Barreto,BEL - Delbecke/Van der Stichelen,21,16,,,,,,,,,Tatiana Delbecke,Elise Van der Stichelen,,,,,,,,,,,,,Isabela Pereira,Regiane Barreto,,,,,,,,,,,,
Group Stage,Women's Individual,Group F (416 - 418),3,Single game,USA - Allen/Washburn,BEL - Dumesnil/Jubault,USA - Allen/Washburn,21,13,,,,,,,,,Sarah Allen,Lou Washburn,,,,,,,,,,,,,Marie Jubault,Juliette Dumesnil,,,,,,,,,,,,
Group Stage,Women's Individual,Group F (416 - 418),3,Single game,CAN - Cunningham/Desrosiers,TWN - Lin/Cheng,CAN - Cunningham/Desrosiers,21,13,,,,,,,,,Jessie Desrosiers,Jaime Cunningham,,,,,,,,,,,,,Yuan Yuan Cheng,Jia jing Lin,,,,,,,,,,,,
Group Stage,Women's Individual,Group F (416 - 418),3,Single game,ROU - Sencovici/Labonc,POL - Filipska/Dalidonis,POL - Filipska/Dalidonis,20,21,,,,,,,,,Sabina Labonc,Antonia Sencovici,,,,,,,,,,,,,Małgosia Dalidonis,Maria Filipska,,,,,,,,,,,,
Group Stage,Women's Individual,Group G (419 - 421),3,Single game,CAN - Aspirot/Tardy,ITA - Ferragina/Lucchiari,CAN - Aspirot/Tardy,21,8,,,,,,,,,Genevieve Tardy,Kim Aspirot,,,,,,,,,,,,,Marianne Ferragina,Laura Lucchiari,,,,,,,,,,,,
Group Stage,Women's Individual,Group G (419 - 421),3,Single game,FRA - Rouault/Vanangamoudiar,TWN - Chen/Kuo,FRA - Rouault/Vanangamoudiar,21,14,,,,,,,,,Vanangamoudiar Liza,Lucile Rouault,,,,,,,,,,,,,Mickey Chen,Carina Kuo,,,,,,,,,,,,
Group Stage,Women's Individual,Group G (419 - 421),3,Single game,SUI - Wiedmer/Kunz,BRA - Santana/Aleixo,BRA - Santana/Aleixo,15,21,,,,,,,,,Mirjam Wiedmer,Nora Kunz,,,,,,,,,,,,,Karolayne Santana,Leticia Aleixo,,,,,,,,,,,,
Group Stage,Women's Individual,Group H (422 - 424),3,Single game,ITA - Pernigo/Zanella,POL - Wolff/Stawarek,ITA - Pernigo/Zanella,21,8,,,,,,,,,Silvia Zanella,Chiara Pernigo,,,,,,,,,,,,,Pola Wolff,Julia Stawarek,,,,,,,,,,,,
